id,user_id,title,slug,phone,phone_owner,website,screenshot_file_id,favicon_file_id,description,primary_image_url,address_line_1,address_line_2,city,state,postal_code,country,latitude,longitude,employees,yelp_url,favorite,created_at,updated_at
21,,Canyons Veterinary Clinic,canyons-veterinary-clinic,(801) 448-6263,,https://canyonsveterinaryclinic.com,19,140,,,1930 E Fort Union Blvd,,Holladay,UT,84121,US,40.62408560,-111.83635790,,https://www.yelp.com/biz/canyons-veterinary-clinic-cottonwood-heights,0,2024-05-03 18:42:45,2024-05-10 23:01:29
22,,Avenues Pet Clinic,avenues-pet-clinic,(801) 364-3475,(801) 541-6893,http://avenuespetclinicslc.com,20,141,,,350 E 100th S,,Salt Lake City,UT,84111,US,40.76686650,-111.88072970,10 to 19,https://www.yelp.com/biz/avenues-pet-clinic-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:01:35
23,,Murray Animal Hospital (WEBSITE NOT LISTED ON GOOGLE OR YELP),murray-animal-hospital,(801) 281-3900,,https://www.mahutah.com,245,,,,280 W 4800th S,,Murray,UT,84107,US,40.66689160,-111.88799090,,https://www.yelp.com/biz/murray-animal-hospital-murray-3,0,2024-05-03 18:42:45,2024-05-16 17:01:49
24,,A Gentle Vet,a-gentle-vet,(801) 968-9932,(801) 400-0614,http://www.agentlevet.com,21,142,,,3694 W 9800th S,,South Jordan,UT,84009,US,40.57376020,-111.97835530,10 to 19,https://www.yelp.com/biz/a-gentle-vet-south-jordan,0,2024-05-03 18:42:45,2024-05-10 23:01:40
25,,Sugar House Veterinary Hospital,sugar-house-veterinary-hospital,(801) 487-9981,,http://www.sugarhousevet.com,22,143,,,2206 S McClelland St,,Salt Lake City,UT,84106,US,40.72290810,-111.86134300,20 to 49,https://www.yelp.com/biz/sugar-house-veterinary-hospital-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:01:51
26,,VCA Lakeview Animal Hospital,vca-lakeview-animal-hospital,(801) 298-2314,,https://vcahospitals.com,23,144,,,1975 South Orchard Drive,,Bountiful,UT,84010,US,40.86849960,-111.87751140,10 to 19,https://www.yelp.com/biz/vca-lakeview-animal-hospital-bountiful,0,2024-05-03 18:42:45,2024-05-10 23:01:57
27,,Animal Care Center,animal-care-center,(801) 683-3647,,https://www.thrivepetcare.com,24,145,,,698 W 500th S,,Woods Cross,UT,84087,US,40.88465680,-111.89873630,20 to 49,https://www.yelp.com/biz/animal-care-center-woods-cross,0,2024-05-03 18:42:45,2024-05-10 23:02:02
29,,Animal Health VIPS,animal-health-vips-vet-integrative-amp-performance-specialists,(435) 647-0807,,http://www.animalhealthvips.com,26,147,,,3070 Rasmussen Rd,Ste 80,Park City,UT,84098,US,40.75526190,-111.57005640,5 to 9,https://www.yelp.com/biz/animal-health-vips-vet-integrative-and-performance-specialists-park-city,0,2024-05-03 18:42:45,2024-05-10 23:02:18
30,,VCA All Pet Animal Hospital,vca-all-pet-animal-hospitaltaylorsville,(801) 966-4700,,https://vcahospitals.com,27,148,,,2530 W 4700 S,Ste B1,Taylorsville,UT,84129,US,40.66789640,-111.95472260,20 to 49,https://www.yelp.com/biz/vca-all-pet-animal-hospital-taylorsville-taylorsville-2,0,2024-05-03 18:42:45,2024-05-10 23:02:20
31,,Hunter Animal Hospital,hunter-animal-hospital,(801) 968-0123,(727) 710-0473,https://www.hunteranimalhospitalut.com,28,149,,,5246 W 3500th S,,West Valley City,UT,84120,US,40.69696960,-112.01639730,20 to 49,https://www.yelp.com/biz/hunter-animal-hospital-west-valley-city,0,2024-05-03 18:42:45,2024-05-10 23:02:24
32,,Midvalley Animal Clinic,midvalley-animal-clinic,(801) 269-1213,,http://www.midvalleyanimalclinic.com,29,150,,,6047 S Redwood Rd,,Salt Lake City,UT,84123,US,40.64138380,-111.93778770,20 to 49,https://www.yelp.com/biz/midvalley-animal-clinic-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:02:25
33,,BluePearl,bluepearl-midvale,(801) 871-0600,(813) 549-6990,https://bluepearlvet.com,30,151,,,308 W 7200th S,,Midvale,UT,84047,US,40.62113350,-111.90031610,20 to 49,https://www.yelp.com/biz/bluepearl-midvale-midvale-2,0,2024-05-03 18:42:45,2024-05-10 23:02:28
34,,VCA Powder Paws Animal Hospital,vca-powder-paws-animal-hospital,(435) 649-1221,,https://vcahospitals.com,31,152,,,2780 Rasmussen Rd B6,Unit B6,Park City,UT,84098,US,40.74789790,-111.56439040,,https://www.yelp.com/biz/vca-powder-paws-animal-hospital-park-city-2,0,2024-05-03 18:42:45,2024-05-10 23:02:30
35,,Utah Dog Park,utah-dog-park-salt-lake-city,(801) 294-5960,,https://www.thrivepetcare.com,32,153,,,1977 W North Temple,,Salt Lake City,UT,84116,US,40.77109210,-111.94768720,5 to 9,https://www.yelp.com/biz/utah-dog-park-salt-lake-city-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:02:32
36,,Redwood Veterinary Hospital,redwood-veterinary-hospital,(801) 966-3974,(801) 733-9881,http://www.utahredwoodvet.com,33,154,,,4958 S Redwood Rd,,Salt Lake City,UT,84123,US,40.66144210,-111.93944050,10 to 19,https://www.yelp.com/biz/redwood-veterinary-hospital-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:02:35
38,,Sandy Animal Clinic,sandy-animal-clinic,(801) 566-2410,,http://www.sandyanimalclinic.net,35,156,,,10670 S 1300th E,,Sandy,UT,84094,US,40.55747120,-111.85373780,10 to 19,https://www.yelp.com/biz/sandy-animal-clinic-sandy,0,2024-05-03 18:42:45,2024-05-10 23:02:42
39,,Animal Care Daybreak,animal-care-daybreak,(385) 273-5373,(801) 232-2967,http://animalcaredaybreak.com,36,157,,,4696 Daybreak Rim Way,,South Jordan,UT,84095,US,40.54574230,-112.00308940,20 to 49,https://www.yelp.com/biz/animal-care-daybreak-south-jordan,1,2024-05-03 18:42:45,2024-05-17 06:26:17
40,,MedVet Salt Lake City,medvet-salt-lake-city,(385) 341-4444,,https://www.medvet.com,37,158,,,331 W Bearcat Dr,,Salt Lake City,UT,84115,US,40.71915750,-111.90017580,100 to 249,https://www.yelp.com/biz/medvet-salt-lake-city-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:02:49
41,,Kaysville Veterinary Hospital,kaysville-veterinary-hospital,(801) 444-3770,,http://www.kaysvilleveterinaryhospital.com,38,159,,,166 S Main St,,Kaysville,UT,84037,US,41.03225670,-111.93776370,5 to 9,https://www.yelp.com/biz/kaysville-veterinary-hospital-kaysville-3,1,2024-05-03 18:42:45,2024-05-17 14:36:51
42,,Wilson Veterinary Hospital,wilson-veterinary-hospital,(801) 298-3974,,https://www.wilsonveterinaryhospital.com,39,160,,,50 N Highway 89,,North Salt Lake,UT,84054,US,40.84324770,-111.89563940,,https://www.yelp.com/biz/wilson-veterinary-hospital-north-salt-lake,0,2024-05-03 18:42:45,2024-05-10 23:02:57
43,,West Jordan Veterinary Hospital,west-jordan-veterinary-hospital,(801) 561-9271,,https://www.animalcrackersvet.com,40,161,,,7540 S Redwood Rd,,West Jordan,UT,84084,US,40.61448420,-111.93944050,,https://www.yelp.com/biz/west-jordan-veterinary-hospital-west-jordan,0,2024-05-03 18:42:45,2024-05-10 23:03:01
44,,"Veterinary Technician Services, LLC",veterinary-technician-services-llc,(385) 252-9791,,http://www.veterinarytechnicianservices.com,246,162,,,3333 S 900th E,Ste 160,Salt Lake City,UT,84106,US,40.69941130,-111.86498530,,https://www.yelp.com/biz/veterinary-technician-services-llc-salt-lake-city,0,2024-05-03 18:42:45,2024-05-16 17:03:16
45,,Parrish Creek Veterinary Clinic,parrish-creek-veterinary-clinic,(801) 298-2014,,http://www.parrishcreekvet.com,41,163,,,86 N 70th W,,Centerville,UT,84014,US,40.91786730,-111.87972830,,https://www.yelp.com/biz/parrish-creek-veterinary-clinic-centerville,0,2024-05-03 18:42:45,2024-05-10 23:03:11
46,,Spay & Neuter,spay-amp-neuter,(801) 262-6414,,http://www.spayandneuterofslc.com,42,164,,,4815 S Center St,,Murray,UT,84107,US,40.66678210,-111.88596970,,https://www.yelp.com/biz/spay-and-neuter-murray,0,2024-05-03 18:42:45,2024-05-10 23:03:15
47,,Wasatch Springs Animal Hospital,wasatch-springs-animal-hospital,(801) 532-1100,,http://www.saltlakeveterinarian.com,43,165,,,855 Beck St,,Salt Lake City,UT,84103,US,40.78798790,-111.90042690,5 to 9,https://www.yelp.com/biz/wasatch-springs-animal-hospital-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:03:17
48,,Mountain West Veterinary Specialists,mountain-west-veterinary-specialists,(801) 683-6201,,http://www.mtnwestvet.com,44,166,,,908 North Main St,,Layton,UT,84041,US,41.07336370,-111.97876560,50 to 99,https://www.yelp.com/biz/mountain-west-veterinary-specialists-layton-2,0,2024-05-03 18:42:45,2024-05-10 23:03:25
49,,River Valley Veterinary Hospital,river-valley-veterinary-hospital,(801) 829-3632,,http://rivervalleyvets.com,45,167,,,395 N 400 E,,Morgan,UT,84050,US,41.04714700,-111.67918360,5 to 9,https://www.yelp.com/biz/river-valley-veterinary-hospital-morgan,1,2024-05-03 18:42:45,2024-05-17 14:37:24
50,,Tooele Veterinary Clinic,tooele-veterinary-clinic,(435) 882-1051,(435) 882-7379,http://TooeleVetClinic.com,46,168,,,1182 N 80th E,,Tooele,UT,84074,US,40.55442210,-112.29533410,5 to 9,https://www.yelp.com/biz/tooele-veterinary-clinic-tooele,0,2024-05-03 18:42:45,2024-05-10 23:03:28
51,,Humane Society of Utah,humane-society-of-utah,(801) 261-2919,,http://utahhumane.org,47,169,,,4242 S 300th W,,Murray,UT,84107,US,40.67960900,-111.90073480,100 to 249,https://www.yelp.com/biz/humane-society-of-utah-murray,0,2024-05-03 18:42:45,2024-05-10 23:03:30
52,,VCA Willow Creek Pet Center,vca-willow-creek-pet-center,(801) 942-0777,,https://vcahospitals.com,48,170,,,2055 E Creek Rd,,Cottonwood Heights,UT,84093,US,40.60278460,-111.83228410,,https://www.yelp.com/biz/vca-willow-creek-pet-center-cottonwood-heights,0,2024-05-03 18:42:45,2024-05-10 23:03:31
54,,Layton Veterinary Hospital,layton-veterinary-hospital,(801) 823-2107,,https://www.thrivepetcare.com,50,172,,,1538 N Main St.,,Layton,UT,84041,US,41.08227190,-111.99186250,10 to 19,https://www.yelp.com/biz/layton-veterinary-hospital-layton,0,2024-05-03 18:42:45,2024-05-10 23:03:36
55,,Copper View Animal Hospital,copper-view-animal-hospital,(801) 753-1165,,http://www.copperviewanimalhospital.com,51,173,,,13199 S 3600th W,,Riverton,UT,84065,US,40.51129260,-111.97682380,50 to 99,https://www.yelp.com/biz/copper-view-animal-hospital-riverton,0,2024-05-03 18:42:45,2024-05-17 14:32:35
56,,Bayview Animal Hospital,bayview-animal-hospital,(801) 451-2359,,http://www.bayviewanimalhospital.net,52,174,,,677 Shepard Ln,,Farmington,UT,84025,US,41.00025940,-111.90227180,,https://www.yelp.com/biz/bayview-animal-hospital-farmington-3,0,2024-05-03 18:42:45,2024-05-10 23:03:44
58,,VetIQ Petcare,vetiq-petcare,(801) 203-4389,,https://vetiqpetcare.com,54,176,,,221 W Parrish Ln,,Centerville,UT,84014,US,40.91892330,-111.88331480,,https://www.yelp.com/biz/vetiq-petcare-centerville,0,2024-05-03 18:42:45,2024-05-10 23:03:48
60,,West Valley Veterinary Clinic,west-valley-veterinary-clinic,(801) 966-4219,,https://www.westvalleyvetclinic.com,56,178,,,3875 West 3500 S,,West Valley City,UT,84120,US,40.69610800,-111.98347300,10 to 19,https://www.yelp.com/biz/west-valley-veterinary-clinic-west-valley-city-2,1,2024-05-03 18:42:45,2024-05-17 14:33:39
61,,Banfield Pet Hospital,banfield-pet-hospital,(801) 280-6260,,http://www.banfield.com,57,179,,,7712 S 5600th W,,West Jordan,UT,84081,US,40.63975610,-112.02456740,,https://www.yelp.com/biz/banfield-pet-hospital-west-jordan,0,2024-05-03 18:42:45,2024-05-10 23:03:58
62,,Brookside Animal Hospital,brookside-animal-hospital,(801) 255-3545,,https://brooksidewestjordan.com,247,,,,7220 S 1300th W,,West Jordan,UT,84084,US,40.61945650,-111.92965930,10 to 19,https://www.yelp.com/biz/brookside-animal-hospital-west-jordan,1,2024-05-03 18:42:45,2024-05-17 06:23:05
63,,Eye Care for Animals,eye-care-for-animals,(801) 942-3937,(208) 346-2542,https://www.eyecareforanimals.com,58,180,,,1021 E 3300th S,,Salt Lake City,UT,84106,US,40.70021700,-111.86204330,1 to 4,https://www.yelp.com/biz/eye-care-for-animals-salt-lake-city-2,0,2024-05-03 18:42:45,2024-05-10 23:04:03
64,,Animal Medical Clinic,animal-medical-clinic,(801) 292-7219,,https://www.thrivepetcare.com,59,181,,,215 South 500 W,,Bountiful,UT,84010,US,40.88704100,-111.89172200,20 to 49,https://www.yelp.com/biz/animal-medical-clinic-bountiful-2,0,2024-05-03 18:42:45,2024-05-10 23:04:05
65,,South Mountain Pet Care,south-mountain-pet-care,(801) 987-3639,,http://southmtnpet.com,60,182,,,132 E 13800th S,,Draper,UT,84020,US,40.50047020,-111.88678010,10 to 19,https://www.yelp.com/biz/south-mountain-pet-care-draper-2,0,2024-05-03 18:42:45,2024-05-10 23:04:08
66,,Draper Animal Hospital,draper-animal-hospital,(801) 553-2104,,http://www.draperanimalhospital.com,61,183,,,783 E 12300th S,Ste A,Draper,UT,84020,US,40.52722520,-111.86910850,5 to 9,https://www.yelp.com/biz/draper-animal-hospital-draper,0,2024-05-03 18:42:45,2024-05-10 23:04:10
67,,VCA Mountain View Animal Hospital,vca-mountain-view-animal-hospital,(801) 523-1176,,https://vcahospitals.com,62,184,,,9414 S Indian Ridge Dr,,Sandy,UT,84092,US,40.58013370,-111.85287750,20 to 49,https://www.yelp.com/biz/vca-mountain-view-animal-hospital-sandy,0,2024-05-03 18:42:45,2024-05-10 23:04:12
69,,Bountiful Small Animal Hospital,bountiful-small-animal-hospital,(801) 295-0733,,http://www.bountifulanimalhospital.com,64,186,,,880 S 500th W,,Woods Cross,UT,84010,US,40.88079840,-111.89290970,10 to 19,https://www.yelp.com/biz/bountiful-small-animal-hospital-woods-cross,1,2024-05-03 18:42:45,2024-05-17 14:36:18
70,,Lone Peak Veterinary Hospital,lone-peak-veterinary-hospital,(801) 572-5403,(801) 621-0440,http://www.lonepeakvet.com,65,187,,,12444 S 300th E,,Draper,UT,84020,US,40.52459870,-111.88263940,1 to 4,https://www.yelp.com/biz/lone-peak-veterinary-hospital-draper-2,1,2024-05-03 18:42:45,2024-05-17 06:25:20
72,,VCA Amor Animal Hospital,vca-amor-animal-hospital,(801) 561-9595,,https://vcahospitals.com,66,188,,,8576 S Redwood Rd,,West Jordan,UT,84088,US,40.59549870,-111.93946450,,https://www.yelp.com/biz/vca-amor-animal-hospital-west-jordan,0,2024-05-03 18:42:45,2024-05-10 23:04:25
74,,Stone Ridge Veterinary Clinic,stone-ridge-veterinary-clinic,(801) 254-4840,,http://www.stoneridgevetclinic.com,68,190,,,1381 W Stone Ridge Ln,,Riverton,UT,84065,US,40.53591390,-111.93107930,20 to 49,https://www.yelp.com/biz/stone-ridge-veterinary-clinic-riverton-2,0,2024-05-03 18:42:45,2024-05-10 23:04:32
75,,Salt Lake Animal Physical Therapy,salt-lake-animal-physical-therapy,(385) 354-7272,,http://www.saltlakeanimalphysicaltherapy.com,69,191,,,2285 S Main St,Ste J,South Salt Lake,UT,84115,US,40.72117260,-111.89062640,,https://www.yelp.com/biz/salt-lake-animal-physical-therapy-south-salt-lake,0,2024-05-03 18:42:45,2024-05-10 23:04:37
76,,West Lake Animal Hospital,west-lake-animal-hospital,(801) 966-6348,,https://westlakeanimalutah.com,70,192,,,3800 W 5400th S,,Taylorsville,UT,84129,US,40.65389170,-111.98235310,10 to 19,https://www.yelp.com/biz/west-lake-animal-hospital-taylorsville,0,2024-05-03 18:42:45,2024-05-10 23:04:40
79,,Pinebrook Animal Hospital,pinebrook-animal-hospital,(435) 571-0456,,http://www.pinebrookanimalhospital.com,73,195,,,8178 Gorgoza Pines Rd,Ste C,Park City,UT,84098,US,40.74971280,-111.57212250,,https://www.yelp.com/biz/pinebrook-animal-hospital-park-city,0,2024-05-03 18:42:45,2024-05-10 23:04:53
80,,Quail Pointe Veterinary Hospital,quail-pointe-veterinary-hospital,(801) 825-9191,,http://www.qpvh.com,74,196,,,868 N 2000 W,,Clearfield,UT,84015,US,41.12632150,-112.06379860,20 to 49,https://www.yelp.com/biz/quail-pointe-veterinary-hospital-clearfield-4,0,2024-05-03 18:42:45,2024-05-10 23:04:56
81,,Banfield Pet Hospital,banfield-pet-hospital-2,(801) 463-6488,,http://www.banfield.com,75,197,,,389 W 1830th S,,Salt Lake City,UT,84115,US,40.72932270,-111.90222530,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:04:58
82,,Stansbury Animal Hospital,stansbury-animal-hospital,(435) 843-0341,,http://stansburyanimalhospital.com,76,198,,,6422 N Gateway Dr,,Stansbury Park,UT,84074,US,40.64565620,-112.29032790,,https://www.yelp.com/biz/stansbury-animal-hospital-stansbury-park-2,0,2024-05-03 18:42:45,2024-05-10 23:04:59
83,,Animal Care Center - Airport,animal-care-center-airport,(801) 294-5960,,https://www.thrivepetcare.com,77,199,,,1977 W North Temple St,,Salt Lake City,UT,84116,US,40.77109210,-111.94768720,5 to 9,https://www.yelp.com/biz/animal-care-center-airport-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:05:01
84,,Highland Park Pet Hospital,highland-park-pet-hospital,(385) 243-2273,,http://www.highlandparkpethospital.com,78,200,,,2148 S 900th E,,Salt Lake City,UT,84106,US,40.72424160,-111.86581670,5 to 9,https://www.yelp.com/biz/highland-park-pet-hospital-no-title,0,2024-05-03 18:42:45,2024-05-10 23:05:06
85,,Mountain Vale Clinic,mountain-vale-clinic-salt-lake-veterinary-services,(801) 261-3655,,https://www.saltlakevetservices.com,79,201,,,1114 W 4800 S,,Salt Lake City,UT,84123,US,40.66493760,-111.92354070,,https://www.yelp.com/biz/mountain-vale-clinic-salt-lake-veterinary-services-salt-lake-city-2,1,2024-05-03 18:42:45,2024-05-17 14:29:03
86,,Priority Pet Care Veterinary Hospital,priority-pet-care-veterinary-hospital,(801) 341-9707,,https://prioritypetcarevet.wixsite.com,80,202,,,1142 W 2700th N,Ste 100,Ogden,UT,84404,US,41.30777650,-112.00865320,,https://www.yelp.com/biz/priority-pet-care-veterinary-hospital-ogden,1,2024-05-03 18:42:45,2024-05-17 14:37:35
87,,Banfield Pet Hospital,banfield-pet-hospital-3,(801) 967-5448,,http://www.banfield.com,81,203,,,1607 W 7000th S,,West Jordan,UT,84084,US,40.62376140,-111.93645590,,https://www.yelp.com/biz/banfield-pet-hospital-west-jordan-2,0,2024-05-03 18:42:45,2024-05-10 23:05:12
88,,Alta Veterinary Hospital,alta-veterinary-hospital,(801) 566-1234,,http://altavet.org,82,204,,,8052 S 700th E,,Sandy,UT,84070,US,40.60500340,-111.87255730,10 to 19,https://www.yelp.com/biz/alta-veterinary-hospital-sandy,0,2024-05-03 18:42:45,2024-05-10 23:05:17
89,,VetIQ Petcare,vetiq-petcare-2,(801) 449-8036,,https://vetiqpetcare.com,83,205,,,13502 Hamilton View Rd,,Riverton,UT,84065,US,40.50509250,-111.97721420,,https://www.yelp.com/biz/vetiq-petcare-riverton,0,2024-05-03 18:42:45,2024-05-10 23:05:19
90,,Wasatch Exotic Pet Care,wasatch-exotic-pet-care,(801) 943-3367,,http://www.wasatchexotic.com,84,206,,,1892 E Fort Union Blvd,,Cottonwood Heights,UT,84121,US,40.62417850,-111.83758110,10 to 19,https://www.yelp.com/biz/wasatch-exotic-pet-care-cottonwood-heights,0,2024-05-03 18:42:45,2024-05-10 23:05:21
91,,Banfield Pet Hospital,banfield-pet-hospital-4,(801) 565-1263,,http://www.banfield.com,85,207,,,12720 S Pony Express Rd,,Draper,UT,84020,US,40.51961870,-111.89210900,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-draper-2,0,2024-05-03 18:42:45,2024-05-10 23:05:22
97,,MedVet Urgent Care,medvet-urgent-care-sandy,(801) 758-7633,,https://www.medvet.com,89,211,,,10291 S State St,,Sandy,UT,84070,US,40.56421730,-111.89011780,,https://www.yelp.com/biz/medvet-urgent-care-sandy-sandy,0,2024-05-03 18:42:45,2024-05-10 23:05:33
98,,Utah Pet Rehab & Acupuncture Center,utah-pet-rehab-amp-acupuncture-center,(435) 640-5451,(435) 752-6441,http://www.utahpetrehab.com,90,212,,,2896 E 3300th S,,Salt Lake City,UT,84109,US,40.69961010,-111.81015810,5 to 9,https://www.yelp.com/biz/utah-pet-rehab-and-acupuncture-center-salt-lake-city,0,2024-05-03 18:42:45,2024-05-10 23:05:37
99,,Banfield Pet Hospital,banfield-pet-hospital-5,(801) 619-7904,,http://www.banfield.com,91,213,,,10329 S State St,,Sandy,UT,84070,US,40.56376580,-111.89073350,10 to 19,https://www.yelp.com/biz/banfield-pet-hospital-sandy,0,2024-05-03 18:42:45,2024-05-10 23:05:39
100,,Fairfield Veterinary Hospital,fairfield-veterinary-hospital,(801) 544-8800,,https://fairfieldvet.com,92,214,,,230 N Fairfield Rd,,Layton,UT,84041,US,41.06312410,-111.94595410,10 to 19,https://www.yelp.com/biz/fairfield-veterinary-hospital-layton,0,2024-05-03 18:42:45,2024-05-10 23:05:43
